tweet,date,city,user_location,id,link
"Ya pasó halloween y se siguen disfrazando de “yo no fui”? 
Ay par favar..! https://t.co/6PAtYAErMn",2020-11-04 21:26:21,Cartagena,"Barranquilla, Colombia",1324100696505987072,https://twitter.com/i/web/status/1324100696505987072
Los pongo a celebrar mi cumpleaños en abril ahora que no los ponga a celebrar halloween una semana después,2020-11-04 20:53:23,Cartagena,El lado oscuro🌓,1324092399560413184,https://twitter.com/i/web/status/1324092399560413184
@garciabanchs Eso fue por la víspera del halloween 👻,2020-11-06 23:53:48,Cúcuta,,1324862580167479298,https://twitter.com/i/web/status/1324862580167479298
"@ocuadradoma @AytoMostoles @Noelia_posse @gabrielortega_ @MirinaCortesO @raguerrera @Natigg9 Sra 🔌 con la seguridad de nuestros niños, ni truco, ni trato que halloween 👻 ya pasó",2020-11-06 12:31:05,Cúcuta,"Cúcuta, Colombia",1324690769257635847,https://twitter.com/i/web/status/1324690769257635847
@juanduhm Me hubiese disfrazado de este monstruo para Halloween,2020-11-05 23:23:05,Cúcuta,"San Cristóbal, Venezuela",1324492461373329410,https://twitter.com/i/web/status/1324492461373329410
Mi Halloween 2020 D&amp;D Stilos https://t.co/p3q8lgmrlN,2020-11-04 12:18:49,Cúcuta,"Rubio, Venezuela",1323962905113645056,https://twitter.com/i/web/status/1323962905113645056
Mk en halloween me hubiese disfrazado de payaso :))))),2020-11-04 04:20:30,Cúcuta,"Cúcuta, Colombia",1323842535324852224,https://twitter.com/i/web/status/1323842535324852224
Lo raro es que ya se acabó Halloween y usted sigue con cachos.,2020-11-04 03:27:56,Cúcuta,"Ocaña, Colombia",1323829303193337856,https://twitter.com/i/web/status/1323829303193337856
Ya paso Halloween y yo aún disfrazada de Ilusa,2020-11-04 03:27:55,Cúcuta,Tachira - Venezuela,1323829302232813568,https://twitter.com/i/web/status/1323829302232813568
"Quiero de tu dulce🎃 
#BOYSANDMEN #Halloween https://t.co/SPngOfKxgp",2020-11-04 03:11:51,Cúcuta,"Cúcuta, Colombia",1323825257589936130,https://twitter.com/i/web/status/1323825257589936130
La noche más larga y oscura....💀👻🦇 ¡Y no es la de Halloween!🦇👻💀 https://t.co/kj7OlEwmW8,2020-11-04 02:30:31,Cúcuta,Tachira,1323814856701710336,https://twitter.com/i/web/status/1323814856701710336
"LA @PoliciaCucuta entrega balance del puente festivo de todos los santos y la celebración del denominado día de halloween.
mediante las caravanas de la seguridad y patrullajes fueron expedidos 472 comparendos a personas que estarían infringiendo el código nacional de seguridad https://t.co/0JfiPJCmvz",2020-11-04 00:25:54,Cúcuta,"Cúcuta, Colombia",1323783496373075968,https://twitter.com/i/web/status/1323783496373075968
"#zombie 
#bebedecasa
#halloween 

#venezolanoenespaña 

PD. No soy amante a halloween ese pero se ve rehermoso mi bebé ... Te extraño https://t.co/FiJn6kVdxz",2020-11-03 22:13:21,Cúcuta,"San Cristóbal, Venezuela",1323750137475248130,https://twitter.com/i/web/status/1323750137475248130
"@Dogorvs ...Feliz Día mi pana, verga, tortas y dulces le sobran, parece que tuviste un buen Halloween...",2020-11-03 14:42:22,Cúcuta,"San Cristóbal, Estado Táchira",1323636642058555398,https://twitter.com/i/web/status/1323636642058555398
@shakira mira que lindo homenaje se sophie ellis_bextor en #Halloween #SheWolf https://t.co/HWDrN9IJBb,2020-11-03 08:17:12,Cúcuta,Santiago de cali-cucuta-bogota,1323539711609233408,https://twitter.com/i/web/status/1323539711609233408
Inger Devera organizó una noche de halloween para sus hijos https://t.co/YCFwM4ojjc,2020-11-03 04:14:43,Cúcuta,"San Cristóbal, Táchira",1323478689724641281,https://twitter.com/i/web/status/1323478689724641281
Para halloween te hubieses vestido de conejita igual no te tengo miedo.,2020-11-03 00:12:31,Cúcuta,tachira,1323417738656862208,https://twitter.com/i/web/status/1323417738656862208
Burda e brujas a mi alrededor y eso que ya no es halloween,2020-11-02 21:27:44,Cúcuta,San Cristobal Venezuela ,1323376269501804544,https://twitter.com/i/web/status/1323376269501804544
#Cúcuta | Comportamiento de los cucuteños en la noche de Halloween https://t.co/dpjNMo6PzB https://t.co/yTJmixz8kZ,2020-11-02 19:40:07,Cúcuta,"Cúcuta, Colombia",1323349185169600514,https://twitter.com/i/web/status/1323349185169600514
Asi fue mi Halloween. 🏕️❤️ https://t.co/hbo6cl41eA,2020-11-02 18:15:18,Cúcuta,"Cúcuta, Colombia",1323327842030149632,https://twitter.com/i/web/status/1323327842030149632
El susto de Neymar por una broma pesada de Halloween que se volvió viral en las redes https://t.co/WaPaM3FMHn,2020-11-02 17:28:40,Cúcuta,"San Cristóbal, Táchira",1323316105717424129,https://twitter.com/i/web/status/1323316105717424129
@DanielSamperO @YouTube @MariaFdaCabal La Dama de Yerro nunca decepciona!.  Lady Halloween!!  Siempre lista...con cualquier estupidez!!,2020-11-02 14:08:27,Cúcuta,Cúcuta  Colombia,1323265719031783424,https://twitter.com/i/web/status/1323265719031783424
"💀🎃👻 #halloween en Quindio, Colombia https://t.co/mIFYWgVmvy",2020-11-07 03:57:04,Pereira,Colombia,1324923799368839168,https://twitter.com/i/web/status/1324923799368839168
Noviembre es el mes mas chimba por que puedo ver el extraño mundo de jack y sentirme en halloween y navidad,2020-11-06 03:30:17,Pereira,"Pereira, Colombia",1324554671814545411,https://twitter.com/i/web/status/1324554671814545411
me fui de covidiota a un halloween y desde entonces no me dejan estar sin cubrebocas en mi casa :( jajaja,2020-11-06 01:57:18,Pereira,Líbano,1324531273193455621,https://twitter.com/i/web/status/1324531273193455621
"Tan raro, ya se acabó halloween y muchos siguen disfrazados de perros hijueputas.",2020-11-05 22:49:36,Pereira,Ibague. ,1324484036174249991,https://twitter.com/i/web/status/1324484036174249991
"En mi casa solo quitamos la decoración del Halloween para poner la de la navidad, asi que yo me quedaré quieto por ahora🎃 https://t.co/qlJHfcWnGl",2020-11-05 22:13:12,Pereira,En Algun Lugar de un Gran País,1324474874883117056,https://twitter.com/i/web/status/1324474874883117056
"#Región | Una mujer abandonó a sus hijos por ir a fiesta de Halloween en #Ibagué
Más Detalles: https://t.co/QH4bgc6thG https://t.co/8L6ezp9uXj",2020-11-05 13:39:58,Pereira,"Ibagué, Colombia",1324345716316262402,https://twitter.com/i/web/status/1324345716316262402
"#Informativo | La fiesta anual de octubre pasó entre sabores amargos para los comerciantes que tienen en ella uno de las mayores esperanzas anuales para mejorar sus ingresos. Este año no sucedió así. Un artículo de Alejandro Jaramillo sobre el asunto. 👇👇
https://t.co/kicZynTEvO https://t.co/66YbMKy9nQ",2020-11-05 03:00:15,Pereira,"Pereira, Colombia",1324184727692206080,https://twitter.com/i/web/status/1324184727692206080
"#PEREIRA Un total de 297 comparendos impartidos durante el fin de semana por
ignorar las medidas emitidas a través del Decreto 998 formulado por el Gobierno de la Ciudad.

https://t.co/UFJO8TceWG",2020-11-04 20:06:51,Pereira,"Pereira, Colombia",1324080691794087936,https://twitter.com/i/web/status/1324080691794087936
"Una vieja gasto con el novio 80 millones en los disfraces para Halloween, 80 MILLONES!!!! Y yo acá en el D1 comparando los precios del queso 😐🤡",2020-11-04 20:06:22,Pereira,"Armenia, Colombia",1324080568431222787,https://twitter.com/i/web/status/1324080568431222787
Balance del comportamiento pereirano en Halloween https://t.co/wtTfPZf5E2,2020-11-04 17:35:03,Pereira,"Pereira, Colombia",1324042487741165569,https://twitter.com/i/web/status/1324042487741165569
@adriana7C 🤯🤢 no se supone que ya había pasado las historias de terror de halloween? 🥴,2020-11-04 16:06:54,Pereira,Cartago,1324020304344207360,https://twitter.com/i/web/status/1324020304344207360
"@Isaguti09 Me siento desnuda, pero como pasó halloween las ""puntas de escoba"" ya no quedan.",2020-11-04 15:53:19,Pereira,Manizales,1324016888318447618,https://twitter.com/i/web/status/1324016888318447618
"Las autoridades esperan que en las proximas semanas se vea en el número de contagios el reflejo de las medidas del fin de semana del puente festivo y Halloween.
https://t.co/juFpvUixGc",2020-11-04 15:06:42,Pereira,"Pereira, Risaralda, Colombia",1324005156351037443,https://twitter.com/i/web/status/1324005156351037443
El disfraz perfecto para halloween lo llevabab Trump y no lo sabíamos,2020-11-04 10:05:15,Pereira,Málaga la bella,1323929291969748993,https://twitter.com/i/web/status/1323929291969748993
Balance del comportamiento pereirano en Halloween https://t.co/wtTfPZf5E2,2020-11-04 04:52:03,Pereira,"Pereira, Colombia",1323850473737256960,https://twitter.com/i/web/status/1323850473737256960
Balance del comportamiento pereirano en el puente de Halloween https://t.co/0nh11F189g https://t.co/M08YW45CU5,2020-11-04 02:41:04,Pereira,"Pereira, Colombia",1323817509003251712,https://twitter.com/i/web/status/1323817509003251712
Las elecciones de USA son cerca de Halloween porque son puro suspenso y terror.,2020-11-04 02:28:19,Pereira,Manizales,1323814303317823490,https://twitter.com/i/web/status/1323814303317823490
Balance del comportamiento pereirano en el puente de Halloween https://t.co/1kujewIwGe,2020-11-04 01:37:19,Pereira,"Pereira, Colombia",1323801466361008130,https://twitter.com/i/web/status/1323801466361008130
"No hpta por queeee doné sangre junto antes de halloween, siento la muerte🤦‍♀️ a veces como que tomo las decisiones con el 🍑😂",2020-11-04 00:25:44,Pereira,"Armenia, Quindio",1323783454765551621,https://twitter.com/i/web/status/1323783454765551621
"Halloween: ¿De qué se disfrazaron las celebridades?

https://t.co/T4EEvsPfvS",2020-11-03 19:00:01,Pereira,Eje Cafetero,1323701481938313217,https://twitter.com/i/web/status/1323701481938313217
"Si tu pierna izquierda fuera Halloween 🎃  y tu pierna derecha fuera Navidad 🎄
Te puedo visitar entre fechas ? 😜💥",2020-11-07 07:36:46,Santa Marta,"Barranquilla, Colombia",1324979090357686272,https://twitter.com/i/web/status/1324979090357686272
Ya deberia actualizar mi cuenta halloween ya paso,2020-11-07 04:05:16,Santa Marta,"Soledad, Colombia",1324925865403297792,https://twitter.com/i/web/status/1324925865403297792
"La princesa KIRA 💖 disfruto su primer HALLOWEEN en Barranquilla, Atlantico, Colombia https://t.co/NLnJNDTIcl",2020-11-07 02:54:29,Santa Marta,BARRANQUILLA - COLOMBIA,1324908051858509824,https://twitter.com/i/web/status/1324908051858509824
"No querían salir disfrazados a  enrumbarse el 31 porque era Halloween 🎃? ... Bueno entonces no se quejen de que ahora están con gripita , tos, fiebre , dolor de garganta .... mejor dicho ! Usted lo que tiene es COVID 

De nada ...",2020-11-06 23:17:21,Santa Marta,"Santa Marta, Colombia",1324853407325323265,https://twitter.com/i/web/status/1324853407325323265
"Si en mi país adoptaron halloween, que también adopten esto. https://t.co/IcRpJ5k2je",2020-11-06 20:04:50,Santa Marta,	Barranquilla,1324804956877185027,https://twitter.com/i/web/status/1324804956877185027
"Y hoy con este #TBT de lo que fue nuestra noche de halloween en familia 🎃... Los momentos más chévere, los pasamos juntos!! 💕
#halloween2020 en Barranquilla, Atlantico, Colombia https://t.co/w0fw3VoBHs",2020-11-05 23:49:54,Santa Marta,Barranquilla,1324499210239201282,https://twitter.com/i/web/status/1324499210239201282
@ojovallenato_ Se dejó puesto el disfraz de momia desde halloween jejeje,2020-11-05 19:45:47,Santa Marta,Barranquilla - Colombia,1324437778524966912,https://twitter.com/i/web/status/1324437778524966912
@MichaelortegaJ Colombiano que se respete no va sin tapabocas a un sitio cerrado a festejar halloween,2020-11-05 17:54:38,Santa Marta,Barranquilla,1324409805704962055,https://twitter.com/i/web/status/1324409805704962055
@PipeOlivares @kelsampayo El día de Halloween?,2020-11-05 17:03:28,Santa Marta,"Barranquilla, Colombia",1324396929950908416,https://twitter.com/i/web/status/1324396929950908416
Mujer abandonó a sus hijos por ir a fiesta clandestina de Halloween https://t.co/WJy1Pg2t89 https://t.co/8fQ1BUJ2uG,2020-11-05 07:16:33,Santa Marta,"Palmar de Varela, Colombia",1324249225018789889,https://twitter.com/i/web/status/1324249225018789889
"@mytamagotchiapp Me encanta la actualización de Halloween 🎃 , los disfraces son estupendos. 👻",2020-11-05 05:30:42,Santa Marta,"Barranquilla, Atlántico",1324222588676116481,https://twitter.com/i/web/status/1324222588676116481
@ojovallenato_ Jajaja mk ya Halloween paso 😂😂,2020-11-05 03:00:01,Santa Marta,"Barranquilla, Colombia",1324184669018087425,https://twitter.com/i/web/status/1324184669018087425
"@YourComatherapy Es que por lo que entiendo, este evento de Halloween sucederia despues de la historia principal, por lo que explica Lilia al comienzo y por el hecho de Yuu y Malleus se hablen.

Si este evento ocurre despues, es una pista curiosa &gt;&lt;",2020-11-05 02:45:25,Santa Marta,"Colombia, Atlántico",1324180993092313088,https://twitter.com/i/web/status/1324180993092313088
"Mariquis, tengo mil pruebas y 0 dudas que después de halloween aparecen los muertos, ojo con esooooo",2020-11-05 02:39:40,Santa Marta,"Barranquilla, Colombia",1324179547701522433,https://twitter.com/i/web/status/1324179547701522433
"Por segundo año consecutivo fui elegido como ganador del concurso de Halloween de mi empresa, me siento como Dayana Mendoza y Stefania Fernández #BackToBack https://t.co/v1oVZ4ZlP3 https://t.co/83IT8IHEww",2020-11-04 21:51:52,Santa Marta,Barranquilla,1324107119910682625,https://twitter.com/i/web/status/1324107119910682625
"Ya pasó halloween y se siguen disfrazando de “yo no fui”? 
Ay par favar..! https://t.co/6PAtYAErMn",2020-11-04 21:26:21,Santa Marta,"Barranquilla, Colombia",1324100696505987072,https://twitter.com/i/web/status/1324100696505987072
Los pongo a celebrar mi cumpleaños en abril ahora que no los ponga a celebrar halloween una semana después,2020-11-04 20:53:23,Santa Marta,El lado oscuro🌓,1324092399560413184,https://twitter.com/i/web/status/1324092399560413184
"Mi mamá tan ""yo imagino que por ahora no vas a rumbear"", yo tan ""y si celebramos halloween?""",2020-11-04 20:52:11,Santa Marta,El lado oscuro🌓,1324092098019270657,https://twitter.com/i/web/status/1324092098019270657
"Dos payasos disfrazados, uno de Presidente, el otro de Embajador. Y después de Halloween que no es lo mismo. https://t.co/rx8Vydyj9I",2020-11-04 20:15:38,Santa Marta,"Atlántico, Colombia",1324082902607581186,https://twitter.com/i/web/status/1324082902607581186
"Me tienen hasta la coronilla esas páginas cristianas jodiendo por instagram, resulta que soy una satanista y de cuánta mierda JAJAJAJAJ me hago todos los hptas maquillajes de halloween que me ronquen :)",2020-11-04 17:34:46,Santa Marta,"Barranquilla, Colombia",1324042417285246976,https://twitter.com/i/web/status/1324042417285246976
"💀🎃👻 #halloween en Quindio, Colombia https://t.co/mIFYWgVmvy",2020-11-07 03:57:04,Ibagué,Colombia,1324923799368839168,https://twitter.com/i/web/status/1324923799368839168
Noviembre es el mes mas chimba por que puedo ver el extraño mundo de jack y sentirme en halloween y navidad,2020-11-06 03:30:17,Ibagué,"Pereira, Colombia",1324554671814545411,https://twitter.com/i/web/status/1324554671814545411
me fui de covidiota a un halloween y desde entonces no me dejan estar sin cubrebocas en mi casa :( jajaja,2020-11-06 01:57:18,Ibagué,Líbano,1324531273193455621,https://twitter.com/i/web/status/1324531273193455621
"Tan raro, ya se acabó halloween y muchos siguen disfrazados de perros hijueputas.",2020-11-05 22:49:36,Ibagué,Ibague. ,1324484036174249991,https://twitter.com/i/web/status/1324484036174249991
"En mi casa solo quitamos la decoración del Halloween para poner la de la navidad, asi que yo me quedaré quieto por ahora🎃 https://t.co/qlJHfcWnGl",2020-11-05 22:13:12,Ibagué,En Algun Lugar de un Gran País,1324474874883117056,https://twitter.com/i/web/status/1324474874883117056
"#Región | Una mujer abandonó a sus hijos por ir a fiesta de Halloween en #Ibagué
Más Detalles: https://t.co/QH4bgc6thG https://t.co/8L6ezp9uXj",2020-11-05 13:39:58,Ibagué,"Ibagué, Colombia",1324345716316262402,https://twitter.com/i/web/status/1324345716316262402
"#Informativo | La fiesta anual de octubre pasó entre sabores amargos para los comerciantes que tienen en ella uno de las mayores esperanzas anuales para mejorar sus ingresos. Este año no sucedió así. Un artículo de Alejandro Jaramillo sobre el asunto. 👇👇
https://t.co/kicZynTEvO https://t.co/66YbMKy9nQ",2020-11-05 03:00:15,Ibagué,"Pereira, Colombia",1324184727692206080,https://twitter.com/i/web/status/1324184727692206080
"#PEREIRA Un total de 297 comparendos impartidos durante el fin de semana por
ignorar las medidas emitidas a través del Decreto 998 formulado por el Gobierno de la Ciudad.

https://t.co/UFJO8TceWG",2020-11-04 20:06:51,Ibagué,"Pereira, Colombia",1324080691794087936,https://twitter.com/i/web/status/1324080691794087936
"Una vieja gasto con el novio 80 millones en los disfraces para Halloween, 80 MILLONES!!!! Y yo acá en el D1 comparando los precios del queso 😐🤡",2020-11-04 20:06:22,Ibagué,"Armenia, Colombia",1324080568431222787,https://twitter.com/i/web/status/1324080568431222787
Balance del comportamiento pereirano en Halloween https://t.co/wtTfPZf5E2,2020-11-04 17:35:03,Ibagué,"Pereira, Colombia",1324042487741165569,https://twitter.com/i/web/status/1324042487741165569
@adriana7C 🤯🤢 no se supone que ya había pasado las historias de terror de halloween? 🥴,2020-11-04 16:06:54,Ibagué,Cartago,1324020304344207360,https://twitter.com/i/web/status/1324020304344207360
"Las autoridades esperan que en las proximas semanas se vea en el número de contagios el reflejo de las medidas del fin de semana del puente festivo y Halloween.
https://t.co/juFpvUixGc",2020-11-04 15:06:42,Ibagué,"Pereira, Risaralda, Colombia",1324005156351037443,https://twitter.com/i/web/status/1324005156351037443
El disfraz perfecto para halloween lo llevabab Trump y no lo sabíamos,2020-11-04 10:05:15,Ibagué,Málaga la bella,1323929291969748993,https://twitter.com/i/web/status/1323929291969748993
Balance del comportamiento pereirano en Halloween https://t.co/wtTfPZf5E2,2020-11-04 04:52:03,Ibagué,"Pereira, Colombia",1323850473737256960,https://twitter.com/i/web/status/1323850473737256960
Balance del comportamiento pereirano en el puente de Halloween https://t.co/0nh11F189g https://t.co/M08YW45CU5,2020-11-04 02:41:04,Ibagué,"Pereira, Colombia",1323817509003251712,https://twitter.com/i/web/status/1323817509003251712
Balance del comportamiento pereirano en el puente de Halloween https://t.co/1kujewIwGe,2020-11-04 01:37:19,Ibagué,"Pereira, Colombia",1323801466361008130,https://twitter.com/i/web/status/1323801466361008130
"No hpta por queeee doné sangre junto antes de halloween, siento la muerte🤦‍♀️ a veces como que tomo las decisiones con el 🍑😂",2020-11-04 00:25:44,Ibagué,"Armenia, Quindio",1323783454765551621,https://twitter.com/i/web/status/1323783454765551621
"Halloween: ¿De qué se disfrazaron las celebridades?

https://t.co/T4EEvsPfvS",2020-11-03 19:00:01,Ibagué,Eje Cafetero,1323701481938313217,https://twitter.com/i/web/status/1323701481938313217
"El hombre del saco - Una historia de halloween 👻🎃 https://t.co/bLMh4p6QuW a través de @YouTube 

@ilonqueen  la mejor en lo que hace.",2020-11-03 18:05:00,Ibagué,"Cartago, Colombia",1323687637832634368,https://twitter.com/i/web/status/1323687637832634368
"#Informativo | La fiesta anual de octubre pasó entre sabores amargos para los comerciantes que tienen en ella uno de las mayores esperanzas anuales para mejorar sus ingresos. Este año no sucedió así. Un artículo de Alejandro Jaramillo sobre el asunto. 👇👇
https://t.co/kicZynTEvO https://t.co/1pfNxQFB7p",2020-11-03 16:01:43,Ibagué,"Pereira, Colombia",1323656613656432646,https://twitter.com/i/web/status/1323656613656432646
Unas siguen en halloween y otras ya decoraron la navidad 🤨,2020-11-03 18:39:29,Pasto,"Mocoa, Colombia",1323696317433028609,https://twitter.com/i/web/status/1323696317433028609
"#ColombiaAlAire El Coronel Herbert Benavides, dio a conocer el balance de las operaciones de la @PoliciaPasto  en el fin de semana de Halloween, el cual contó con toque de queda el día sábado, dando un balance positivo en estas operaciones. https://t.co/PUq2H4LYJr",2020-11-03 18:20:04,Pasto,"Nariño, Colombia",1323691427885441029,https://twitter.com/i/web/status/1323691427885441029
Ayer mi amorcito me miro y me pregunto: ¿De que nos vamos a disfrazar el siguiente año en Halloween?🤤🤤🤤🤤🤤🤤,2020-11-03 02:57:25,Pasto,"Pasto, Colombia",1323459237842952192,https://twitter.com/i/web/status/1323459237842952192
"Just realized that el año pasado no me pegué una, ni dos, ni tres, sino CUATRO fiestas de halloween SEGUIDAS. (Sí, de jueves a domingo)
Este año organicé una, prácticamente no tomé y quedé cansada hasta diciembre jajaja",2020-11-02 22:20:47,Pasto,"Pasto, Colombia",1323389619732422657,https://twitter.com/i/web/status/1323389619732422657
Otro trepesito del fincho de halloween https://t.co/Yq5F8w09Pn,2020-11-02 20:11:43,Pasto,"Pasto, Colombia",1323357141252644864,https://twitter.com/i/web/status/1323357141252644864
"Rechazan vandalismo contra imágenes religiosas en el municipio de La Unión, Nariño. Acusan a jóvenes que participaron de una caravana de motos organizada por un concejal. ""No debían dar permiso para esas actividades festejar Halloween"".
@PoliciaNarino
https://t.co/G7hbH8VrBF",2020-11-02 17:55:34,Pasto,Pasto Nariño,1323322876221599746,https://twitter.com/i/web/status/1323322876221599746
